"Mervyn Maze, Anesthesiology & Pain Management, http://www1.imperial.ac.uk/medicine/people/m.maze/"
"Mark Crawford, Anesthesiology & Pain Management, http://www.sickkids.ca/AboutSickKids/Directory/People/C/Mark-Crawford.html"
"Mike Crowder, Anesthesiology & Pain Management, http://elysium.wustl.edu/CrowderLab/"
"George J Crystal, Anesthesiology & Pain Management"
"Mike Cummings, Anesthesiology & Pain Management"
"Theodore Cummins, Anesthesiology & Pain Management, http://snri.iusm.iu.edu/people/primary-investigators/theodore-r-cummins-ph-d/"
"Laurie  Chalifoux, Anesthesiology & Pain Management, John Sullivan"
"Weiyun Chen, Anesthesiology & Pain Management, Yuguang Huang"
"Weiyun Chen, Anesthesiology & Pain Management"
"Xiangdong Chen, Anesthesiology & Pain Management, Douglas Bayliss"
"Ki Jinn Chin, Anesthesiology & Pain Management, Vincent Chan"
"Daniel Ciampi de Andrade, Anesthesiology & Pain Management, Didier Bouhassira"
"Daniel Ciampi de Andrade, Anesthesiology & Pain Management"
"Yannick Ciccarella, Anesthesiology & Pain Management, Philippe Van der Linden"
"Stefania Cimbanassi, Anesthesiology & Pain Management, Osvaldo Chiara"
"Stefania Cimbanassi, Anesthesiology & Pain Management"
"Kevin Conway, Anesthesiology & Pain Management, Joseph Cotten"
"Kevin Conway, Anesthesiology & Pain Management"
"Jayne Cullen, Anesthesiology & Pain Management, Alain Vuylsteke"
"Jayne Cullen, Anesthesiology & Pain Management"
"Gerard Curley, Anesthesiology & Pain Management, John Laffey"
"Gerard Curley, Anesthesiology & Pain Management"
"Kathryn Curtis, Anesthesiology & Pain Management, Joel Katz"
"Kathryn Curtis, Anesthesiology & Pain Management"
"James  Cyriac, Anesthesiology & Pain Management, Andre Boezaart"
"James  Cyriac, Anesthesiology & Pain Management"
"Dominika Dabrowska, Anesthesiology & Pain Management, http://www.westmidcolorectal.org.uk/ask/display_consultant.php?id_req=6095461"
"Sukdeb Datta, Anesthesiology & Pain Management, http://medschool1.mc.vanderbilt.edu/facultydata/php_files/show_faculty.php?id3=15825"
"Martin Dauber, Anesthesiology & Pain Management, http://www.uchospitals.edu/physicians/physician.html?id=5842"
"Marc De Kock, Anesthesiology & Pain Management, http://www.saintluc.be/consultation/fiche.php?id=87"
"Marshall Devor, Anesthesiology & Pain Management, http://paincenter.huji.ac.il/devor.htm"
"Anthony Dickenson, Anesthesiology & Pain Management, http://www.ucl.ac.uk/Pharmacology/research/ahd.html"
"Robert Dickinson, Anesthesiology & Pain Management, http://www1.imperial.ac.uk/medicine/people/r.dickinson/"
"Wulf Dietrich, Anesthesiology & Pain Management"
"Jonathan Dostrovsky, Anesthesiology & Pain Management, http://www.uhnresearch.ca/researchers/profile.php?lookup=1544"
"D. John Doyle, Anesthesiology & Pain Management, http://my.clevelandclinic.org/staff_directory/staff_display.aspx?doctorid=4412"
"Martin Dresner, Anesthesiology & Pain Management"
"David Drover, Anesthesiology & Pain Management, http://med.stanford.edu/profiles/David_Drover/"
"Randal Dull, Anesthesiology & Pain Management, http://www.bioen.utah.edu/directory/profile.php?userID=25"
"Pravin Dandegaonkar, Anesthesiology & Pain Management, Michael Serpell"
"Pravin Dandegaonkar, Anesthesiology & Pain Management"
"Stacie Deiner, Anesthesiology & Pain Management, Irene Osborn"
"Derek Dillane, Anesthesiology & Pain Management, Brendan Finucane"
"Derek Dillane, Anesthesiology & Pain Management"
"Giulia Di Stefano, Anesthesiology & Pain Management, Andrea Truini"
"Giulia Di Stefano, Anesthesiology & Pain Management"
"Lisa Doan, Anesthesiology & Pain Management, Thomas Blanck"
"Anne Doolan, Anesthesiology & Pain Management, Brendan O'Hare"
"Anne Doolan, Anesthesiology & Pain Management"
"Berthold Drexler, Anesthesiology & Pain Management, Bernd Antkowiak"
"Roderic Eckenhoff, Anesthesiology & Pain Management, http://www.med.upenn.edu/apps/faculty/index.php/g319/p8434"
"Matthias Eikermann, Anesthesiology & Pain Management, http://www2.massgeneral.org/anesthesia/index.aspx?page=faculty&subpage=eikermann"
"Thomas Erb, Anesthesiology & Pain Management"
"Michael Erdek, Anesthesiology & Pain Management, http://www.hopkinsmedicine.org/pain/blaustein_pain_center/physicians/erdek.html"
"Allison Ebert, Anesthesiology & Pain Management, Cheryl Stucky"
"Niveen El Wahab, Anesthesiology & Pain Management, Roshan Fernando"
"Niveen El Wahab, Anesthesiology & Pain Management"
"Logan Emory, Anesthesiology & Pain Management, Armin Schubert"
"Ehab Farag, Anesthesiology & Pain Management, http://my.clevelandclinic.org/staff_directory/staff_display.aspx?doctorid=4708"
"John Feiner, Anesthesiology & Pain Management, http://profiles.ucsf.edu/ProfileDetails.aspx?Person=4817807"
"Roshan Fernando, Anesthesiology & Pain Management, http://www.ucl.ac.uk/anaesthesia/people/fernando"
"Roger Fillingim, Anesthesiology & Pain Management, http://www.dental.ufl.edu/Directory/Profile/index/user/0B698934D9F2423A54B62884203429A2FDD47BFF"
"Nanna Finnerup, Anesthesiology & Pain Management, http://www.dprc.dk/sites/staffinfo/NBF.htm"
"Brendan Finucane, Anesthesiology & Pain Management, http://www.anesthesiology.med.ualberta.ca/en/OfficeofResearch/Researchers/Brendan%20Finucane.aspx"
"Lee Fleisher, Anesthesiology & Pain Management, http://www.med.upenn.edu/apps/faculty/index.php/g319/p3006612"
"Pamela Flood, Anesthesiology & Pain Management, http://anesthesia.ucsf.edu/extranet/research/profile_floodp.php"
"Stuart Forman, Anesthesiology & Pain Management, http://www.massgeneral.org/doctors/doctor.aspx?ID=16858"
"Regina Fragneto, Anesthesiology & Pain Management, http://ukhealthcare.uky.edu/Physicians/Physicianprofile.aspx?id=7050"
"Conor Farrell, Anesthesiology & Pain Management, Jason Brooks"
"Conor Farrell, Anesthesiology & Pain Management"
"Samantha Fashler, Anesthesiology & Pain Management, Joel Katz"
"Samantha Fashler, Anesthesiology & Pain Management"
"Philipp Fassbender, Anesthesiology & Pain Management, Matthias Eikermann"
"Philipp Fassbender, Anesthesiology & Pain Management"
"Kevin Finkel, Anesthesiology & Pain Management, Michael Avidan"
"Kevin Finkel, Anesthesiology & Pain Management"
"Sarah Flatters, Anesthesiology & Pain Management, Stuart Bevan"
"Patrice Forget, Anesthesiology & Pain Management, Marc De Kock"
"Patrice Forget, Anesthesiology & Pain Management"
"Samantha Fuss, Anesthesiology & Pain Management, Joel Katz"
"Marcelo Gama de Abreu, Anesthesiology & Pain Management, http://tiny.cc/wpn3y"
"Michael Ganter, Anesthesiology & Pain Management, http://www.ksw.ch/desktopdefault.aspx/tabid-14/21_read-1022/"
"Paul Garcia, Anesthesiology & Pain Management"
"Hong-You Ge, Anesthesiology & Pain Management, http://person.hst.aau.dk/ghy/"
"Peter Gerner, Anesthesiology & Pain Management"
"Yehuda Ginosar, Anesthesiology & Pain Management, http://www.hadassah.org.il/English/Eng_SubNavBar/TheDoctors/GinosarYehuda.htm"
"Thierry Girard, Anesthesiology & Pain Management, http://biomedizin.unibas.ch/about-us/people/profil/profile/person/girard/"
"Michael Gold, Anesthesiology & Pain Management, http://cnup.neurobio.pitt.edu/people/peopleDetail.aspx?uid=517"
"Allan Gottschalk, Anesthesiology & Pain Management, http://www.hopkinsmedicine.org/anesthesiology/Team/CV/AllanGottschalk.pdf"
"Nikolaus Gravenstein, Anesthesiology & Pain Management, http://anest.ufl.edu/clinical-divisions/transplant-anesthesia/nikolaus-gravenstein-md/"
"Paul Green, Anesthesiology & Pain Management, http://www.omfs.ucsf.edu/faculty.html"
"Joel Greenspan, Anesthesiology & Pain Management, http://ruinpain.org/center-faculty/joel-d-greenspan-phd"
"Cesare Gregoretti, Anesthesiology & Pain Management, http://www.cto.to.it/reparti/madelaide/rianimazione/"
"Harald Groeben, Anesthesiology & Pain Management"
"Michael Gropper, Anesthesiology & Pain Management, http://anesthesia.ucsf.edu/extranet/research/profile_gropperm.php"
"Zhonghui Guan, Anesthesiology & Pain Management, http://www.ucsfhealth.org/zhonghui.guan"
"Claude Guerin, Anesthesiology & Pain Management"
"Padma Gulur, Anesthesiology & Pain Management, http://www2.massgeneral.org/anesthesia/index.aspx?page=faculty&subpage=gulur"
"Dhanesh Gupta, Anesthesiology & Pain Management, http://www.feinberg.northwestern.edu/anesthesiology/faculty/nmh/gupta.html"
"Rajesh Gupta, Anesthesiology & Pain Management"
"Arun Gupta, Anesthesiology & Pain Management"
"Howard Gutstein, Anesthesiology & Pain Management, http://www2.mdanderson.org/app/peoplefinder/person.cfm?id=3D5DDAD9C91A"
"Sandrine Geranton, Anesthesiology & Pain Management, Stephen Hunt"
"Lyle Gerety, Anesthesiology & Pain Management, Mitchell Tsai"
"Lyle Gerety, Anesthesiology & Pain Management"
"Kamrouz Ghadimi, Anesthesiology & Pain Management, John Augoustides"
"Kamrouz Ghadimi, Anesthesiology & Pain Management"
"Arnab Ghosh, Anesthesiology & Pain Management, Martin Smith"
"Kimberly Giraud, Anesthesiology & Pain Management, Alain Vuylsteke"
"Kimberly Giraud, Anesthesiology & Pain Management"
"Trusha  Govindji, Anesthesiology & Pain Management, Andre Boezaart"
"Trusha  Govindji, Anesthesiology & Pain Management"
"David Gozal, Anesthesiology & Pain Management, Keira Mason"
"Madeline Gregorits, Anesthesiology & Pain Management, John Augoustides"
"Madeline Gregorits, Anesthesiology & Pain Management"
"Sian Griffiths, Anesthesiology & Pain Management, Philip Popham"
"Sian Griffiths, Anesthesiology & Pain Management"
"Michael Haney, Anesthesiology & Pain Management, http://www.umu.se/sok/english/staff-directory/view-person?uid=milhay96&guise=anst2"
"Yukio Hayashi, Anesthesiology & Pain Management, http://livedna.net/biographicalskecth.php?dna=81.1370"
"Roberta Hines, Anesthesiology & Pain Management, http://medicine.yale.edu/anesthesiology/people/roberta_hines.profile"
"Sumio Hoka, Anesthesiology & Pain Management, http://hyoka.ofc.kyushu-u.ac.jp/search/details/K003319/english.html"
"Gregg Homanics, Anesthesiology & Pain Management, http://www.pharmacology.us/Faculty.aspx?FacultyID=125"
"Jiri Horak, Anesthesiology & Pain Management, http://www.med.upenn.edu/apps/faculty/index.php/g275/p18730"
"Yuguang Huang, Anesthesiology & Pain Management"
"Anthony Hudetz, Anesthesiology & Pain Management, http://www.mcw.edu/display/docid12851.htm"
"Stephen Hunt, Anesthesiology & Pain Management, http://www.ucl.ac.uk/cdb/research/hunt"
"Allison Haller, Anesthesiology & Pain Management, Andre Boezaart"
"Rukaiya Hamid, Anesthesiology & Pain Management, Philippa Newfield"
"Rukaiya Hamid, Anesthesiology & Pain Management"
"Hiroki Hayama, Anesthesiology & Pain Management, Michael Alkire"
"Hiroki Hayama, Anesthesiology & Pain Management"
"Mairead Hayes, Anesthesiology & Pain Management, John Laffey"
"Mairead Hayes, Anesthesiology & Pain Management"
"Jessica Heath, Anesthesiology & Pain Management, Mitchell Tsai"
"Harald Hentschke, Anesthesiology & Pain Management, Bernd Antkowiak"
"Harald Hentschke, Anesthesiology & Pain Management"
"Nicole Higgins, Anesthesiology & Pain Management, John Sullivan"
"Natalie Holt, Anesthesiology & Pain Management, Roberta Hines"
"Sam Hughes, Anesthesiology & Pain Management, Anthony Pickering"
"Sam Hughes, Anesthesiology & Pain Management"
"Lindsay Hurlburt, Anesthesiology & Pain Management, Hance Clarke"
"Lindsay Hurlburt, Anesthesiology & Pain Management"
"Tauqeer Husain, Anesthesiology & Pain Management, Roshan Fernando"
"Tauqeer Husain, Anesthesiology & Pain Management"
"Fumito Ichinose, Anesthesiology & Pain Management, http://www2.massgeneral.org/anesthesia/index.aspx?page=faculty&subpage=ichinose"
"Harald Ihmsen, Anesthesiology & Pain Management"
"Michael Irwin, Anesthesiology & Pain Management, http://www.hku.hk/anaesthe/def_nc.htm"
"Shiroh Isono, Anesthesiology & Pain Management"
"Giorgio Ivani, Anesthesiology & Pain Management"
"Nao Iiyori, Anesthesiology & Pain Management, Shiroh Isono"
"Nao Iiyori, Anesthesiology & Pain Management"
"Teruhiko Ishikawa, Anesthesiology & Pain Management, Shiroh Isono"
"Teruhiko Ishikawa, Anesthesiology & Pain Management"
"Ville Jantti, Anesthesiology & Pain Management"
"Andrew Jenkins, Anesthesiology & Pain Management, http://www.jenkinslab.org"
"Vesna Jevtovic-Todorovic, Anesthesiology & Pain Management, http://www.healthsystem.virginia.edu/internet/people/dop/dopDetail.cfm?drid=1090"
"Shailendra Joshi, Anesthesiology & Pain Management, http://tinyurl.com/67ncdhz"
"Girish Joshi, Anesthesiology & Pain Management, http://www.utsouthwestern.edu/fis/faculty/13709/girish-joshi.html"
"Barbara Jericho, Anesthesiology & Pain Management, Randal Dull"
"Suzanne Karan, Anesthesiology & Pain Management, http://www.urag.net/index.php?option=com_content&view=article&id=108:suzanne-b-karan-md&catid=9:faculty"
"Joel Katz, Anesthesiology & Pain Management, http://www.uhnres.utoronto.ca/researchers/profile.php?lookup=2925"
"Max Kelz, Anesthesiology & Pain Management, http://www.med.upenn.edu/ins/faculty/kelz.htm"
"Christoph Kindler, Anesthesiology & Pain Management"
"Andreas Kopf, Anesthesiology & Pain Management"
"Michaela Kress, Anesthesiology & Pain Management, http://www.uibk.ac.at/ipoint/kopf_der_woche/1120.html"
"Rohini Kuner, Anesthesiology & Pain Management, http://www.hbigs.uni-heidelberg.de/cv_faculty/cv_kuner.pdf"
"Myriam Kaiser, Anesthesiology & Pain Management, Andreas Kopf"
"Myriam Kaiser, Anesthesiology & Pain Management"
"Amin Kamali, Anesthesiology & Pain Management, Girish Joshi"
"Yuji Karashima, Anesthesiology & Pain Management, Sumio Hoka"
"Rachel Kearns, Anesthesiology & Pain Management, Alan Macfarlane"
"Rachel Kearns, Anesthesiology & Pain Management"
"Raghad Khalil, Anesthesiology & Pain Management, Hance Clarke"
"Raghad Khalil, Anesthesiology & Pain Management"
"Michiko Kinoshita, Anesthesiology & Pain Management, Katsuya Tanaka"
"Michiko Kinoshita, Anesthesiology & Pain Management"
"Vesela Kovacheva, Anesthesiology & Pain Management, Arvind Palanisamy"
"Roy Kukreja, Anesthesiology & Pain Management, James Szocik"
"Adrienne Kung, Anesthesiology & Pain Management, Stephen Pratt"
"Wai-Meng Kwok, Anesthesiology & Pain Management, Zeljko Bosnjak"
"John Laffey, Anesthesiology & Pain Management, http://www.nuigalway.ie/remedi/people/prof-john-laffey"
"Arthur Lam, Anesthesiology & Pain Management, http://www.swedish.org/Physicians/Arthur-Lam?returnUrl=%2FPhysicians%3FSpecialtyType%3D%26AdultSpecialtyID%3D-1%26PediatricSpecialtyID%3D-1%26AllSpecialtyID%3D-1%26LastName%3Dlam%26Keyword%3D%26PostalCode%3D%26ClinicalInterestID%3D-1%26Gender%3D"
"Andrea Lavinio, Anesthesiology & Pain Management"
"Stan Leung, Anesthesiology & Pain Management, http://www.uwo.ca/physpharm/faculty/leung_stan.html"
"Andrew Levin, Anesthesiology & Pain Management"
"Anne Lynn, Anesthesiology & Pain Management, http://www.seattlechildrens.org/medical-staff/Anne-M-Lynn/"
"Silvia La Cesa, Anesthesiology & Pain Management, Andrea Truini"
"Silvia La Cesa, Anesthesiology & Pain Management"
"Jan Larmann, Anesthesiology & Pain Management, Gregor Theilmeier"
"Sarah Latif, Anesthesiology & Pain Management, Padma Gulur"
"Sarah Latif, Anesthesiology & Pain Management"
"Craig Lazar, Anesthesiology & Pain Management, Gina Subtirelu"
"Craig Lazar, Anesthesiology & Pain Management"
"Irene Lecker, Anesthesiology & Pain Management, Beverley Orser"
"Irene Lecker, Anesthesiology & Pain Management"
"Rick Lennertz, Anesthesiology & Pain Management, Cheryl Stucky"
"Serene Leo, Anesthesiology & Pain Management, Alex Sia"
"Serene Leo, Anesthesiology & Pain Management"
"Linda Le-Wendling, Anesthesiology & Pain Management, Andre Boezaart"
"Renyu Liu, Anesthesiology & Pain Management, Roderic Eckenhoff"
"Xiaolin Liu, Anesthesiology & Pain Management, Anthony Hudetz"
"Xiaolin Liu, Anesthesiology & Pain Management"
"Christopher Lotz, Anesthesiology & Pain Management, Franz Kehl"
"Christopher Lotz, Anesthesiology & Pain Management"
"Steve Lucas, Anesthesiology & Pain Management, Andre Boezaart"
"Tao Luo, Anesthesiology & Pain Management, Stan Leung"
"Tao Luo, Anesthesiology & Pain Management"
"Alan Macfarlane, Anesthesiology & Pain Management"
"M Bruce MacIver, Anesthesiology & Pain Management, http://www.stanford.edu/group/maciverlab/"
"Manu Malbrain, Anesthesiology & Pain Management, http://www.wsacs.org"
"Keira Mason, Anesthesiology & Pain Management, http://www.childrenshospital.org/research/Site2950/mainpageS2950P29.html"
"Mishiya Matsumoto, Anesthesiology & Pain Management"
"Cate McIntosh, Anesthesiology & Pain Management"
"Jill Mhyre, Anesthesiology & Pain Management, http://tinyurl.com/96x9yl7"
"Marek Mirski, Anesthesiology & Pain Management, http://www.hopkinsmedicine.org/anesthesiology/Team/faculty_details.cfm?fid=140"
"Ramani Moonesinghe, Anesthesiology & Pain Management, http://www.ucl.ac.uk/anaesthesia/people/moonesinghe"
"Philip Morgan, Anesthesiology & Pain Management, http://www.smarttots.org/philipMorgan.html"
"Emad Mossad, Anesthesiology & Pain Management, http://www.texaschildrens.org/FindADoctor/displaybio.aspx?person_id=2077"
"Glenn Murphy, Anesthesiology & Pain Management, http://www.northshore.org/apps/findadoctor/doctor.aspx?docid=1227"
"Jennifer Macpherson, Anesthesiology & Pain Management, Suzanne Karan"
"Mohamed Mahmoud, Anesthesiology & Pain Management, Keira Mason"
"Axel Maurice-Szamburski, Anesthesiology & Pain Management, Nicolas Bruder"
"Axel Maurice-Szamburski, Anesthesiology & Pain Management"
"Joanna Mavridou, Anesthesiology & Pain Management, Roshan Fernando"
